Blog	dirty	dogs	teacher	direction	chose	legs	garden	co	ball	taught	apart	dropped	k	previous	message	beauty	lines	english	november	thanksgiving	wet	flying	facebook	steps	hello	angel	towards	famous	stood	expected	mess	worst	system	celebrate	hell	teeth	practice	chicken	broke	grand	wind	unfortunately	sea	december	blood	y	program	sugar	nearly	holy	reality	parking	discovered	pack	north	absolutely	posts	section	article	herself	doctor	cross	gold	mix	lake	travel	inspired	focus	meaning	machine	buying	ladies	nose	teach	doors	visiting	latest	common	hospital	river	sale	everybody	bear	windows	l	cup	mood	bird	speed	seconds	island	board	changing	easily	brothers	lessons	screen	managed	brings	faces	sky	fix	runs	obviously	key	include	babies	agree	cd	throughout	series	race	la	player	asleep	based	actual	consider	animals	shut	literally	bottle	blow	likely	tiny	shape	possibly	checking	hadn	pre	build	available	radio	ate	falling	plays	nature	crowd	row	cards	adventure	copy	birth	relationship	charge	heat	comfortable	gifts	checked	basically	creative	slightly	scary	interest	familiar	online	beyond	presents	suppose	remembered	roll	clock	sell	horse	success	laid	weight	doubt	allow	blogs	cried	example	magic	south	soft	hungry	ya	wanting	push	reminds	bathroom	hearts	million	breath	clearly	official	candy	passing	cars	price	whose	v	pray	result	paying	saved	fat	ticket	whom	forgotten	lie	library	journey	strength	dr	points	tea	breaking	joined	ends	handle	perfectly	attempt	f	brand	notes	tour	storm	families	ups	drinking	member	regular	fashion	gas	goal	hole	seat	uncle	fighting	signs	bath	okay	classic	effort	pair	september	promised	grateful	advice	plenty	february	training	involved	schedule	harder	ending	younger	address	riding	easter	dressed	faster	cheap	sold	community	santa	results	kiss	according	boring	reminded	artist	lesson	willing	van	truck	america	sisters	catching	flat	issue	evil	concert	describe	halloween	contact	challenge	collection	items	freedom	film	prepared	barely	heads	kill	anniversary	whenever	james	content	background	disappointed	mountain	grandma	sang	sand	aunt	sometime	flight	swing	sight	jesus	spread	hall	till	nervous	orange	camp	angry	shall	bike	extremely	fans	purpose	holidays	lord	release	rolling	continued	terrible	nap	progress	comfort	nobody	helps	cost	nor	grew	fantastic	numbers	w	de	milk	wise	response	falls	sharing	raise	officially	becoming	certainly	j	mid	plane	moon	throwing	grade	otherwise	excuse	master	swimming	letters	yours	heading	impossible	addition	picking	walls	hardly	daddy	guest	interview	rocks	remind	besides	character	tall	account	smell	social	calm	bags	ring	image	faith	paint	greatest	health	folks	waste	lay	wide	tag	pants	bringing	laughed	period	term	states	bill	per	national	shower	review	album	blame	mini	opinion	bedroom	rule	plastic	edge	rich	houses	michael	hide	effect	wash	unique	animal	finishing	airport	pleasure	eve	listened	ear	emotional	classes	midnight	pages	force	fellow	text	york	apple	traffic	shared	quote	jack	yard	joke	finger	kinds	yellow	ah	accept	birds	pure	serve	invited	subject	aside	mirror	normally	currently	garage	block	cheese	compared	goodbye	clouds	grass	pics	leg	blast	offered	bored	shoot	honestly	delicious	happiness	related	student	forced	jumped	meal	via	draw	upset	signed	lyrics	french	stomach	excitement	discussion	pulling	position	expensive	knowledge	bet	apartment	hi	neither	students	path	enter	reached	painting	loose	among	credit	blessed	obvious	visited	healthy	east	projects	receive	generally	flower	various
Star Wranglin'	0	5	2	3	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	0	0	3	0	2	1	1	0	1	0	0	0	0	0	1	0	0	1	3	0	1	1	0	1	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	2	1	0	0	0	1	0	0	0	1	1	1	0	1	0	0	1	1	2	0	0	0	0	0	1	0	0	0	1	0	13	0	1	1	3	0	0	0	1	0	1	1	1	0	1	0	2	1	0	2	0	0	0	1	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	3	0	0	0	0	1	0	2	0	0	0	0	13	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	0	0	2	0	0	0	0	1	1	1	0	0	0	2	0	2	0	0	0	0	0	1	1	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	1	2	0	0	0	0	1	0	0	0	2	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	1	0	1	0	1	0	0	0	0	1	1	8	0	0	0	0	0	0	0	1	0	3	1	0	0	1	0	0	0	2	0	0	0	0	2	0	1	0	0	0	4	1	0	0	0	0	0	3	0	0	0	1	0	0	1	1	2	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	1
A Life Lived Over the Sun	2	5	70	2	7	1	3	6	1	15	1	2	7	3	4	0	3	1	1	9	1	4	12	1	5	0	0	3	7	4	4	8	6	4	2	5	2	9	8	3	1	11	2	2	10	13	6	8	1	10	3	3	6	5	1	18	9	5	1	7	57	6	5	3	5	2	8	7	6	11	12	9	1	32	3	2	3	2	2	4	15	0	4	5	5	6	11	2	3	5	1	12	8	8	4	14	5	2	2	3	1	14	2	6	4	9	9	5	9	4	7	2	1	5	10	8	10	11	1	3	31	2	3	15	10	2	2	3	4	0	5	1	2	9	3	2	4	1	4	2	1	3	1	8	0	7	3	17	15	25	8	5	6	2	2	13	11	1	0	3	3	7	3	1	3	4	17	6	7	38	5	10	1	4	1	1	9	18	6	1	16	6	4	1	2	13	6	3	7	3	6	6	38	4	5	8	1	2	0	8	4	5	9	3	4	11	5	6	0	7	6	5	2	1	3	4	0	2	11	5	1	3	19	1	6	16	0	3	2	3	3	5	0	7	6	11	5	2	2	5	5	1	2	6	2	3	3	2	2	1	5	3	3	7	5	2	2	7	1	7	9	8	4	18	10	0	2	5	0	6	2	3	1	2	2	2	4	13	3	6	3	1	4	4	3	6	3	7	6	0	3	5	4	5	2	0	13	1	1	5	2	26	1	5	1	8	6	10	2	7	0	3	3	7	3	22	2	6	3	1	3	15	6	12	7	6	3	7	13	4	5	1	3	1	1	6	5	2	17	1	2	2	2	3	5	5	25	0	5	2	4	2	10	2	3	4	2	5	2	1	8	0	1	3	3	5	3	4	16	5	2	7	9	0	15	7	13	8	16	2	3	3	3	14	5	1	3	1	1	1	0	5	15	0	1	1	3	9	3	2	1	5	0	4	7	3	1	3	4	2	5	2	1	1	3	5	1	8	4	3	5	3	7	1	2	0	3	4	3	9	3	3	9	1	3	6	4	1	9	1	5	0	0	5	15	1	1	5	4	0	2	0	22	6	3	1	7	4	17	0	3	9	3	3	3	0	7	2	5	4	5	0	3	7	2	2	3	1	1	1	7	1	6	29	3	7	1	9	4	1	3	20	0	2	9	3	8	0	3	6	4
Web Science and Digital Libraries Research Group	0	1	0	11	14	0	0	35	6	19	3	5	33	46	40	1	7	18	24	1	0	0	78	11	8	9	15	6	1	17	1	5	121	0	0	0	23	0	7	4	0	16	24	12	0	13	68	0	15	0	6	3	26	1	18	1	47	17	74	1	1	14	6	8	4	31	18	37	18	100	1	2	4	1	1	7	16	25	0	3	1	4	0	1	112	10	7	0	12	23	3	5	15	22	0	6	30	8	7	5	4	2	4	8	18	43	0	3	21	8	49	6	4	5	1	188	18	13	0	2	0	1	0	23	0	6	9	9	2	20	36	168	12	0	0	7	14	37	0	2	5	50	0	18	4	4	2	1	6	7	9	9	0	35	18	46	23	8	2	2	1	6	2	2	14	0	9	2	49	13	2	174	5	2	7	0	0	0	5	0	0	0	24	1	9	7	3	18	1	2	13	25	0	42	0	8	2	0	3	5	3	234	5	16	123	26	1	7	7	2	28	5	20	53	1	18	8	4	2	2	0	21	21	4	1	39	4	0	3	1	3	0	0	7	26	6	27	1	7	14	0	18	20	20	21	4	4	1	29	0	2	0	5	3	2	70	6	106	0	17	1	8	2	1	3	37	0	5	3	4	1	26	0	0	23	2	5	27	124	11	4	1	11	2	3	1	6	2	14	328	12	3	1	0	0	1	2	6	4	0	2	0	38	4	4	2	1	15	2	0	1	11	15	17	0	0	36	1	36	1	2	17	0	2	16	20	9	1	4	22	29	61	0	1	91	0	32	15	4	5	6	19	1	3	1	2	1	14	0	29	1	7	3	2	1	21	1	3	1	0	4	17	0	0	1	9	0	35	1	158	0	2	0	84	1	0	1	13	3	1	2	23	43	0	13	4	16	48	26	10	49	84	1	36	0	5	1	6	0	12	0	28	16	0	206	1	24	0	19	2	2	9	5	0	2	5	5	35	0	227	8	11	117	19	7	17	35	9	3	0	1	0	5	4	7	96	4	2	10	22	15	2	5	3	64	2	2	1	31	0	5	0	0	2	1	25	0	0	0	19	3	74	37	4	0	0	51	4	2	4	0	7	0	2	53	5	20	6	39	4	3	0	12	93	40	4	13	1	2	27	1	1	4	5	0	3	94	12	3	0	91
Sabrina	2	8	13	3	1	0	3	4	2	1	4	2	2	1	1	1	0	0	2	5	2	2	4	0	0	0	0	1	1	3	3	6	2	2	0	0	3	1	2	1	1	0	0	2	1	1	4	0	2	1	6	2	5	0	0	0	0	0	2	3	4	0	2	2	3	2	1	5	1	2	0	2	1	3	0	0	1	1	2	1	1	0	1	3	0	0	4	2	1	1	0	6	1	5	0	3	0	1	1	2	2	5	0	1	1	1	6	1	2	0	0	1	0	0	8	0	1	1	4	1	0	2	2	7	1	3	5	1	1	1	0	5	0	2	2	0	2	0	1	1	1	3	1	2	8	4	7	6	2	1	3	1	2	1	0	2	1	12	0	2	1	0	4	1	5	1	12	4	3	1	2	1	0	2	3	3	2	8	2	0	7	0	0	0	3	0	8	2	5	1	0	0	0	0	6	4	3	3	0	0	2	0	0	2	2	1	0	0	1	0	11	1	0	0	0	0	0	0	4	0	1	2	0	3	9	5	0	0	1	2	2	6	0	1	1	2	1	0	0	2	2	1	2	5	3	6	2	1	0	2	4	5	1	2	1	7	5	1	0	3	1	1	0	0	15	2	7	1	0	0	1	0	0	5	1	14	6	1	2	4	0	0	1	4	0	1	2	0	0	3	0	0	0	0	0	2	0	3	0	1	0	0	1	0	18	4	2	2	4	5	3	1	0	2	1	8	1	0	3	3	1	1	0	1	4	6	1	2	1	1	2	0	1	2	3	2	5	8	2	2	0	1	0	4	0	2	0	1	0	2	5	3	2	2	0	4	2	2	1	0	0	0	5	4	2	0	0	1	3	0	4	2	6	0	3	12	1	2	0	2	0	0	2	2	2	0	0	1	2	0	0	1	4	1	0	1	1	1	5	7	2	0	0	5	0	0	5	1	0	2	0	0	0	5	0	0	6	3	1	0	1	0	2	1	2	0	4	1	10	6	0	2	4	6	0	1	0	0	2	1	1	1	0	4	5	1	0	3	2	3	2	3	20	1	4	1	1	0	3	0	2	2	3	2	0	0	0	3	3	0	0	0	0	3	2	1	1	1	0	1	2	0	2	12	1	2	2	11	3	0	2	0	0	2	1	0	1	1	2	10	1
Pieces Of Our Life	0	6	1	0	2	0	0	0	1	0	0	1	4	0	0	2	0	0	0	3	0	3	0	0	0	0	3	1	0	0	0	3	0	1	0	1	0	0	2	3	0	0	0	1	1	2	0	0	0	3	0	3	1	2	3	0	1	0	0	6	1	2	2	0	5	0	0	0	0	3	1	1	2	4	3	0	1	0	3	0	1	0	2	0	1	2	2	0	0	2	0	0	2	0	0	2	1	0	2	3	0	0	0	0	0	0	14	2	2	0	0	0	0	1	2	0	0	0	2	0	0	1	0	0	1	1	0	1	2	2	0	0	0	11	0	0	0	0	4	4	1	2	7	0	1	0	0	1	2	2	3	0	3	0	0	1	0	6	0	1	1	0	0	0	0	2	5	0	1	1	7	2	0	0	0	1	5	0	3	0	1	0	0	0	0	1	6	0	1	1	0	4	1	0	3	0	1	3	0	0	1	1	1	1	6	0	0	1	1	0	0	2	2	0	0	0	1	0	7	0	0	1	0	1	1	2	0	7	1	1	1	4	12	0	0	1	1	2	11	2	1	0	13	0	1	0	0	0	2	6	5	1	0	4	0	0	5	2	0	0	2	0	0	0	0	1	5	1	2	1	0	0	0	1	1	7	0	0	0	2	1	0	1	1	0	0	0	0	0	1	1	0	0	6	1	2	2	1	1	3	2	0	0	0	0	2	0	2	1	0	1	0	0	0	3	1	0	2	0	1	2	1	0	0	0	2	0	0	0	0	0	0	6	0	0	1	0	0	2	2	1	0	1	0	0	2	0	0	2	0	2	3	0	0	0	0	1	0	1	5	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	7	2	0	0	0	1	0	1	2	2	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	2	2	0	1	1	0	0	0	0	0	0	1	3	0	0	0	0	0	2	0	0	1	3	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	2	0	0	48	5	2	2	4	4	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	1	0	0	0	0	0	1	0	1	1	0	1	0	0	0	9	1	0	1	1	0	0	0	1	2
Nitro-Retro	2	0	0	0	0	4	0	0	2	4	0	0	0	0	0	0	0	3	2	0	0	2	1	1	3	2	0	1	2	0	0	0	1	0	5	0	2	1	1	1	0	1	1	3	0	2	0	2	0	0	0	0	5	0	3	1	0	0	2	0	0	1	2	68	1	2	5	4	0	3	0	0	0	2	3	0	2	2	0	0	0	2	0	0	1	0	0	0	0	0	2	0	0	1	14	0	0	3	0	0	5	0	0	0	0	0	0	0	3	1	2	1	1	9	0	2	0	2	0	2	0	0	2	0	0	1	0	1	3	2	0	0	3	0	0	0	0	1	0	0	0	2	2	0	0	1	0	0	0	0	0	3	0	1	2	1	3	0	0	0	9	1	0	0	2	3	0	0	0	0	0	0	3	1	0	0	1	0	0	1	0	0	1	0	2	1	0	3	1	1	0	3	0	0	0	1	0	2	0	2	0	0	2	1	1	0	0	0	2	0	2	0	1	0	1	5	3	1	0	1	0	3	0	0	0	0	0	0	2	0	1	0	0	6	0	0	0	1	3	0	1	3	0	1	0	0	4	0	0	2	0	0	1	1	4	1	1	0	1	0	0	1	3	0	0	2	0	0	0	2	2	0	1	1	0	0	1	0	0	0	1	2	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	1	0	0	1	10	0	0	0	0	0	1	0	1	4	1	0	1	7	6	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	16	1	7	0	0	0	0	0	0	2	0	0	0	1	0	0	0	4	0	3	1	1	2	0	1	0	0	1	0	0	1	2	0	1	4	0	1	0	0	0	0	0	0	0	5	0	3	12	0	0	0	0	22	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	1	1	2	0	2	1	0	2	3	3	1	0	1	0	2	0	0	0	1	0	1	0	1	0	0	0	26	1	0	0	2	5	3	0	0	1	2	0	0	1	0	0	0	1	1	0	0	0	0	0	3	5	4	0	2	0	0	1	1	0	0	0	0	0	0	0	0	1	0	2	4	0	0	0	0	0	3	0	0	0	1	5
Hell On High Heels	17	0	1	5	2	0	0	2	7	1	3	4	2	4	6	4	3	0	2	0	1	1	18	2	2	10	6	4	7	5	3	10	1	7	35	2	0	1	1	3	2	25	4	6	3	0	4	0	7	6	7	2	4	1	0	12	1	8	7	8	0	1	4	4	1	5	3	7	1	3	5	10	2	2	6	0	8	0	2	0	2	0	0	1	2	1	1	0	0	4	3	1	0	2	2	0	2	0	2	4	5	3	2	4	6	9	3	5	25	9	0	0	4	14	0	2	4	3	1	2	3	1	7	0	1	0	5	3	1	4	1	3	26	0	1	5	2	41	27	0	2	5	5	10	2	1	1	3	6	2	1	1	0	4	5	2	4	1	15	3	64	0	4	3	5	3	1	18	0	4	6	0	4	3	0	0	1	2	0	2	6	5	11	5	0	5	0	1	1	4	1	0	2	0	4	3	2	11	4	1	3	0	0	1	11	1	0	4	2	3	3	5	1	30	0	3	53	2	1	2	8	11	0	2	7	4	4	3	5	3	1	0	0	11	1	0	2	1	2	0	8	2	1	1	0	3	1	2	0	1	0	3	2	2	4	1	3	0	19	14	2	3	11	2	6	9	2	8	0	0	5	2	2	33	4	0	2	1	5	2	1	3	1	1	2	4	4	1	12	2	3	9	0	0	6	0	0	3	0	3	1	6	0	6	0	0	2	0	4	1	0	3	24	1	4	1	15	13	1	6	0	0	0	2	0	1	0	6	30	0	1	0	0	2	6	1	2	3	1	3	39	2	0	4	1	2	5	2	2	2	0	0	2	0	2	0	3	1	0	2	5	6	15	2	3	0	2	3	0	2	3	0	3	1	3	0	30	2	9	2	0	0	1	13	1	0	2	2	1	6	0	1	1	18	111	5	2	4	1	3	4	4	3	0	5	2	2	0	2	0	1	0	3	6	15	1	3	1	2	1	2	2	3	3	0	2	0	1	2	1	2	1	5	0	1	1	1	7	1	1	1	7	1	3	10	1	2	1	0	1	1	0	2	4	7	0	1	2	20	0	3	1	0	4	2	0	4	3	2	2	3	0	5	3	0	2	1	0	0	5	1	0	1	0	1	2	1	0	1	2	1	0	3	0	1	2	2	0	2	0	1
Esra.Chebli	4	1	1	2	4	2	0	0	1	5	9	3	6	1	7	17	19	0	0	0	1	2	0	6	3	13	10	3	0	0	2	10	22	0	9	4	1	0	4	0	5	0	0	1	15	3	0	1	16	0	11	0	0	0	0	0	3	0	0	4	0	2	6	1	0	0	2	3	9	1	0	2	1	3	3	0	3	2	0	0	0	11	1	3	3	1	0	2	3	1	0	1	2	11	0	2	1	1	4	6	11	3	2	4	4	0	1	0	0	0	0	3	6	1	4	4	0	2	0	14	5	1	2	0	1	2	7	0	0	0	7	0	1	0	18	0	1	6	0	0	0	1	2	9	1	10	1	0	0	4	0	0	5	2	0	0	1	0	6	0	1	5	3	0	3	1	3	8	8	0	9	2	1	0	1	1	38	2	12	3	0	2	5	21	8	0	0	0	0	1	4	81	5	0	2	0	1	0	3	0	25	0	1	8	1	1	1	3	1	0	8	3	0	3	1	3	0	0	2	5	0	0	0	2	0	4	10	1	2	2	2	0	5	0	2	2	0	2	0	2	0	1	0	3	0	7	2	5	0	3	0	1	4	0	3	0	0	0	11	1	1	1	1	2	5	0	2	1	1	3	0	6	6	0	1	0	1	1	0	0	7	0	3	6	1	5	0	0	0	0	1	0	1	0	1	1	0	0	0	1	3	1	0	0	0	0	3	1	2	0	0	0	1	5	0	2	3	2	1	0	0	0	2	29	1	2	1	6	0	2	1	1	0	0	1	4	1	0	6	1	0	3	0	0	6	1	0	0	2	4	0	5	2	0	4	0	0	3	0	5	0	0	4	2	0	0	4	1	5	1	0	0	5	4	9	1	16	0	0	8	14	10	1	0	0	2	1	0	1	1	1	0	0	0	2	8	0	2	4	0	0	3	7	0	0	23	2	4	1	0	3	0	5	0	0	1	3	0	0	3	2	0	2	0	0	0	1	0	1	2	2	3	1	1	0	19	2	2	4	0	2	0	11	1	0	0	2	1	0	8	18	2	0	0	3	0	0	1	2	0	12	7	0	1	0	0	0	1	1	0	4	0	0	1	0	0	2	2	4	4	0	0	7	0	10	1	0	0	2	1	1	1	1	0	1	1	0	0	0	5	0
Benny No Pals	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	1	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	3	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crystal's Music Blog	20	5	0	0	0	8	5	3	28	14	1	0	7	4	0	9	1	0	36	1	2	28	5	0	56	9	2	2	4	3	10	2	0	14	4	3	0	0	1	11	20	0	27	34	15	2	0	1	0	0	1	0	2	32	1	4	1	3	2	1	1	4	12	7	20	0	4	0	1	77	1	4	0	0	3	0	2	0	2	25	2	11	7	10	5	7	4	10	0	1	5	1	1	1	40	2	0	1	6	4	36	0	14	4	18	2	2	1	7	3	1	1	20	4	7	4	1	3	43	0	3	3	1	2	16	0	0	1	1	0	0	2	61	0	16	2	2	35	6	3	4	0	5	1	0	9	1	0	1	1	1	0	3	0	6	2	15	1	1	1	60	1	10	45	2	4	1	1	0	0	0	0	27	1	4	8	4	0	1	3	0	70	3	1	1	3	1	0	2	0	3	3	0	1	1	0	0	7	0	5	2	1	1	0	1	0	2	1	0	2	0	1	0	0	2	10	30	2	0	3	2	2	4	4	0	2	4	0	0	0	2	0	1	2	1	0	20	4	2	1	2	22	1	1	1	2	1	0	0	0	0	1	17	13	10	12	0	0	11	2	1	0	210	1	1	16	13	4	0	0	0	1	2	15	0	4	0	0	5	0	2	2	0	1	2	8	2	1	7	0	0	0	81	1	5	16	0	0	3	4	0	1	0	7	0	3	5	0	2	1	3	4	5	1	1	0	206	1	1	2	0	0	13	2	2	1	0	1	8	0	6	4	8	5	4	1	1	4	1	3	1	1	1	13	73	5	1	2	1	1	0	1	4	0	8	4	1	3	4	0	0	11	0	0	0	3	2	0	3	0	1	0	5	0	0	1	17	0	3	0	6	5	0	2	4	1	1	0	25	0	0	4	0	7	328	1	0	3	3	1	3	9	10	1	6	1	0	4	4	14	2	0	7	0	8	1	2	0	5	0	1	3	0	2	0	1	1	1	34	2	0	1	0	0	5	0	20	4	0	0	0	1	10	1	1	0	1	0	0	6	10	1	0	1	0	0	2	0	2	0	7	0	0	0	0	0	0	33	0	1	3	10	0	1	1	0	0	0	0	3	2	1	0	0	1	0	0	1	1	2	0	0	2	0	0	2	0	1	1	1	1
Lucca's foibles	5	1	4	3	0	5	1	0	1	1	1	1	1	4	1	1	4	3	0	0	3	1	0	3	2	0	3	4	1	2	0	4	0	0	0	3	2	0	0	0	8	1	1	0	2	0	0	5	0	0	1	1	0	0	0	4	0	0	1	0	2	2	0	0	0	0	0	3	2	0	0	2	2	0	0	0	2	3	0	1	2	2	3	1	1	4	7	0	1	1	0	1	0	1	1	1	2	0	2	3	3	2	1	1	2	2	1	3	0	1	3	0	2	1	0	0	0	1	0	2	2	1	3	3	0	1	1	0	4	0	0	2	1	1	2	0	0	2	0	1	1	0	0	8	0	7	1	1	1	0	3	2	0	0	3	1	4	0	7	1	0	4	0	0	0	1	3	1	3	0	0	4	4	0	5	1	0	1	0	5	4	1	1	3	0	1	0	0	1	1	1	0	1	4	0	1	0	1	7	2	4	3	1	2	0	0	17	2	0	5	5	3	4	0	1	1	0	0	0	0	0	0	1	2	1	0	0	7	0	2	1	2	3	0	5	3	0	2	1	0	0	0	0	1	0	1	5	0	4	1	0	1	1	0	0	1	0	0	2	0	2	1	0	3	3	0	0	0	0	2	3	3	2	0	1	0	2	2	0	0	0	0	2	1	1	1	0	11	3	5	4	4	0	0	0	0	0	2	2	0	2	0	1	0	4	2	2	0	4	4	0	2	0	3	1	1	0	0	0	2	0	1	2	8	2	0	0	2	0	0	1	0	2	1	0	2	0	1	0	2	0	1	0	3	2	0	0	4	3	0	2	0	1	0	5	0	0	1	1	0	0	1	0	2	1	2	1	0	6	1	1	2	0	1	0	0	1	0	0	0	3	1	2	0	0	1	4	2	0	1	1	0	0	0	0	2	0	0	2	1	3	1	1	4	0	0	1	0	0	2	0	0	1	0	1	0	0	3	2	5	3	3	0	0	0	1	0	2	0	0	1	0	1	6	6	1	1	0	0	1	2	1	3	0	0	0	3	0	0	1	1	0	0	1	0	1	1	0	5	0	1	0	2	2	2	0	0	2	1	1	0	3	5	2	2	0	6	0	6	0	4	3	0	2	2	0	1	0	0	0	2	2	2	1	2	0	0	3	0	2	0
Being a Better Person	0	1	0	4	1	2	4	4	2	9	29	0	39	24	12	6	0	18	2	0	1	2	2	1	4	6	56	18	1	9	1	23	10	0	53	0	1	4	3	4	8	5	4	5	5	1	5	4	2	3	24	2	1	0	2	4	5	0	14	13	6	5	5	1	0	10	2	10	18	11	8	0	6	7	0	5	1	4	1	2	2	3	3	4	9	2	20	1	2	4	1	1	5	25	4	2	9	8	9	1	5	2	2	0	8	3	0	13	2	17	128	2	13	9	5	19	3	9	0	0	7	3	2	7	9	3	5	1	2	5	9	4	0	2	4	3	11	3	2	3	4	1	2	19	1	2	9	2	1	1	7	34	15	19	3	30	3	2	12	5	1	10	0	1	16	2	3	21	14	5	3	28	5	1	10	2	13	2	1	10	3	13	4	6	6	3	1	2	6	5	2	6	8	30	4	3	5	0	10	6	12	4	7	1	4	5	3	10	1	5	8	10	15	6	4	4	0	5	0	2	7	1	1	2	2	5	3	1	1	7	2	0	38	3	1	9	3	3	7	8	2	5	6	8	3	11	35	3	1	1	0	0	5	2	0	20	1	10	4	6	16	0	3	9	13	0	1	0	5	1	1	15	49	4	15	0	8	4	0	4	2	10	8	2	2	14	0	14	1	4	6	10	0	0	4	0	0	2	4	1	9	2	4	0	11	4	1	3	8	18	0	18	17	13	2	1	6	4	3	3	2	5	10	16	3	13	10	4	2	2	0	11	0	5	5	4	9	4	9	1	22	3	4	1	8	2	0	0	9	5	0	0	6	3	5	7	5	4	6	6	3	3	3	9	0	53	2	2	3	10	8	0	3	5	7	1	15	9	0	7	0	2	5	1	5	2	20	23	5	0	8	0	1	13	6	10	1	47	0	12	0	4	20	1	3	1	6	1	24	1	5	0	1	0	0	9	11	11	4	4	8	5	6	0	2	1	9	24	1	2	9	3	1	3	2	19	0	15	2	1	4	2	5	4	10	0	1	2	29	1	1	0	1	0	0	1	5	0	0	5	12	20	0	11	0	7	11	2	5	4	27	1	5	1	1	0	5	2	18	6	0	1	6	19	16	3	5	1	4	28	10	0	8	0	3	0	1	2	10	1	0
